Country,Date,Year,MEASURE_PSE,PSE Value,MEASURE_GSSE,GSSE Value
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2016,2016-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEJSH,15.7823
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEJASH,9.4098
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEJBSH,6.3071
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEJCSH,0.0654
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEIBSH,37.1772
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEHBSH,14.3361
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEHSH,45.8765
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEICSH,1.164
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEHASH,31.5404
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2017,2017-01-01,BPICSH,0.0,GSSEISH,38.3412
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEJSH,12.4671
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEJASH,5.9273
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEJBSH,6.3417
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEJCSH,0.198
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEIBSH,43.1386
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEHBSH,13.707
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEHSH,43.254
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEICSH,1.1403
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEHASH,29.547
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2018,2018-01-01,BPICSH,0.0,GSSEISH,44.2789
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEJSH,5.6881
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEJASH,2.317
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEJBSH,3.2177
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEJCSH,0.1534
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEIBSH,42.4536
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEHBSH,9.1834
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEHSH,50.5983
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEICSH,1.26
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEHASH,41.4149
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2019,2019-01-01,BPICSH,0.0,GSSEISH,43.7136
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEJSH,5.9381
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEJASH,1.641
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEJBSH,4.1176
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEJCSH,0.1795
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEIBSH,44.5367
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEHBSH,12.6384
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEHSH,47.9775
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEICSH,1.5477
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEHASH,35.3391
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2020,2020-01-01,BPICSH,0.0,GSSEISH,46.0844
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEJSH,6.1703
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEJASH,1.8915
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEJBSH,3.9352
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEJCSH,0.3436
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEIBSH,47.868
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEHBSH,17.2654
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEHSH,45.1197
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEICSH,0.842
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEHASH,27.8543
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2021,2021-01-01,BPICSH,0.0,GSSEISH,48.71
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEJSH,6.7225
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEJASH,1.7847
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEJBSH,4.5892
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEJCSH,0.3485
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEIBSH,51.0666
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEHBSH,18.2854
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEHSH,40.7712
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEICSH,1.4398
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEHASH,22.4858
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEKBSH,0.0
New Zealand,2022,2022-01-01,BPICSH,0.0,GSSEISH,52.5064
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEJSH,3.5391
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEJASH,1.0301
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEMSH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSELSH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEJBSH,2.4114
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEKSH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEJCSH,0.0976
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEIASH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEKASH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEIBSH,54.7788
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEHBSH,15.5679
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEHSH,39.1454
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEICSH,2.5367
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEJDSH,0.0
New Zealand,2023,2023-01-01,BPICSH,0.0,GSSEHASH,23.5775
